customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,customer_id,signup_date,customer_id,contract_type_id,paperless_billing,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,churn_month,payment_type_id,payment_type,internet_service_type_id,internet_service_type,contract_type_id,contract_type
0141-YEAYS,Yes,Yes,2,No,Yes,Yes,No,No,No,0141-YEAYS,"2019-10-21 18:07:34",0141-YEAYS,1,Yes,0141-YEAYS,Female,1,No,No,0141-YEAYS,3,86.45,2401.05,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0142-GVYSN,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0142-GVYSN,"2019-11-21 18:07:34",0142-GVYSN,1,Yes,0142-GVYSN,Male,0,No,No,0142-GVYSN,1,20.3,511.25,NULL,NULL,1,"Electronic check",3,None,1,Month-to-month
0147-ESWWR,Yes,Yes,2,No,No,No,Yes,Yes,Yes,0147-ESWWR,"2018-10-21 18:07:34",0147-ESWWR,1,Yes,0147-ESWWR,Female,1,Yes,No,0147-ESWWR,1,101.25,3949.15,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0148-DCDOS,Yes,Yes,2,No,No,No,No,Yes,Yes,0148-DCDOS,"2019-12-21 18:07:34",0148-DCDOS,1,Yes,0148-DCDOS,Male,0,No,No,0148-DCDOS,3,94.7,2362.1,0148-DCDOS,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0151-ONTOV,Yes,No,2,No,No,No,No,No,No,0151-ONTOV,"2021-12-21 18:07:34",0151-ONTOV,1,No,0151-ONTOV,Female,0,No,No,0151-ONTOV,2,70.9,70.9,0151-ONTOV,2022-01-31,2,"Mailed check",2,"Fiber optic",1,Month-to-month
0156-FVPTA,Yes,No,1,Yes,No,No,Yes,No,No,0156-FVPTA,"2020-03-21 18:07:34",0156-FVPTA,1,Yes,0156-FVPTA,Male,0,Yes,No,0156-FVPTA,1,54.2,1152.7,0156-FVPTA,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
0164-APGRB,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0164-APGRB,"2016-01-21 18:07:34",0164-APGRB,3,Yes,0164-APGRB,Female,0,No,No,0164-APGRB,1,114.9,8496.7,NULL,NULL,1,"Electronic check",2,"Fiber optic",3,"Two year"
0164-XAIRP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0164-XAIRP,"2020-01-21 18:07:34",0164-XAIRP,3,Yes,0164-XAIRP,Female,0,No,No,0164-XAIRP,3,19.55,470.2,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
0168-XZKBB,Yes,Yes,2,No,No,No,No,Yes,No,0168-XZKBB,"2020-06-21 18:07:34",0168-XZKBB,1,Yes,0168-XZKBB,Female,0,Yes,No,0168-XZKBB,1,86.85,1564.4,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0174-QRVVY,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0174-QRVVY,"2016-02-21 18:07:34",0174-QRVVY,3,No,0174-QRVVY,Male,0,Yes,Yes,0174-QRVVY,4,25.35,1847.55,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
0177-PXBAT,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,0177-PXBAT,"2019-04-21 18:07:34",0177-PXBAT,1,Yes,0177-PXBAT,Male,1,Yes,No,0177-PXBAT,3,109.9,3694.7,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0178-CIIKR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0178-CIIKR,"2021-10-21 18:07:34",0178-CIIKR,1,No,0178-CIIKR,Female,0,No,No,0178-CIIKR,2,19.95,58,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
0178-SZBHO,Yes,Yes,2,No,Yes,No,No,Yes,No,0178-SZBHO,"2018-02-21 18:07:34",0178-SZBHO,1,No,0178-SZBHO,Male,0,Yes,Yes,0178-SZBHO,1,87.2,4017.45,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0181-RITDD,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,0181-RITDD,"2016-11-21 18:07:34",0181-RITDD,3,No,0181-RITDD,Male,0,Yes,Yes,0181-RITDD,2,108.15,6825.65,NULL,NULL,2,"Mailed check",2,"Fiber optic",3,"Two year"
0186-CAERR,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0186-CAERR,"2016-02-21 18:07:34",0186-CAERR,2,Yes,0186-CAERR,Male,0,No,No,0186-CAERR,3,116.3,8309.55,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
0187-QSXOE,Yes,No,2,No,No,No,No,Yes,Yes,0187-QSXOE,"2021-06-21 18:07:34",0187-QSXOE,1,Yes,0187-QSXOE,Male,1,Yes,No,0187-QSXOE,1,89,605.45,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0187-WZNAB,Yes,No,2,Yes,No,No,No,No,No,0187-WZNAB,"2019-10-21 18:07:34",0187-WZNAB,1,No,0187-WZNAB,Female,0,Yes,Yes,0187-WZNAB,2,74.4,1972.35,NULL,NULL,2,"Mailed check",2,"Fiber optic",1,Month-to-month
0188-GWFLE,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0188-GWFLE,"2021-11-21 18:07:34",0188-GWFLE,1,No,0188-GWFLE,Male,0,No,No,0188-GWFLE,2,20.05,33.7,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
0191-EQUUH,No,"No phone service",1,Yes,No,No,Yes,No,No,0191-EQUUH,"2019-12-21 18:07:34",0191-EQUUH,3,No,0191-EQUUH,Female,0,No,Yes,0191-EQUUH,3,35.05,844.45,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0191-ZHSKZ,Yes,No,1,Yes,Yes,No,No,Yes,Yes,0191-ZHSKZ,"2019-07-21 18:07:34",0191-ZHSKZ,1,Yes,0191-ZHSKZ,Male,1,No,No,0191-ZHSKZ,1,74.75,2111.3,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
0193-ESZXP,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,0193-ESZXP,"2017-03-21 18:07:34",0193-ESZXP,2,Yes,0193-ESZXP,Female,1,Yes,No,0193-ESZXP,4,105.5,6205.5,0193-ESZXP,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
0195-IESCP,Yes,Yes,2,No,No,No,No,No,Yes,0195-IESCP,"2021-03-21 18:07:34",0195-IESCP,1,Yes,0195-IESCP,Male,0,Yes,No,0195-IESCP,1,85.25,855.3,0195-IESCP,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0196-JTUQI,Yes,Yes,2,No,No,No,No,No,No,0196-JTUQI,"2021-04-21 18:07:34",0196-JTUQI,1,Yes,0196-JTUQI,Female,0,No,No,0196-JTUQI,4,75.2,633.85,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
0196-VULGZ,Yes,Yes,2,No,No,No,No,No,Yes,0196-VULGZ,"2021-07-21 18:07:34",0196-VULGZ,1,Yes,0196-VULGZ,Female,1,Yes,No,0196-VULGZ,1,84.35,474.9,0196-VULGZ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0197-PNKNK,Yes,Yes,2,Yes,No,Yes,No,No,No,0197-PNKNK,"2016-04-21 18:07:34",0197-PNKNK,2,No,0197-PNKNK,Female,0,Yes,Yes,0197-PNKNK,3,84.45,5848.6,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
0201-MIBOL,Yes,Yes,2,Yes,No,No,No,Yes,Yes,0201-MIBOL,"2016-07-21 18:07:34",0201-MIBOL,3,Yes,0201-MIBOL,Female,1,No,No,0201-MIBOL,3,102.4,6471.85,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
0201-OAMXR,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0201-OAMXR,"2016-03-21 18:07:34",0201-OAMXR,2,No,0201-OAMXR,Female,0,No,No,0201-OAMXR,4,115.55,8127.6,0201-OAMXR,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
0203-HHYIJ,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0203-HHYIJ,"2019-12-21 18:07:34",0203-HHYIJ,2,No,0203-HHYIJ,Male,0,No,No,0203-HHYIJ,3,25.3,676.35,0203-HHYIJ,2022-01-31,3,"Bank transfer (automatic)",3,None,2,"One year"
0206-OYVOC,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0206-OYVOC,"2018-03-21 18:07:34",0206-OYVOC,3,Yes,0206-OYVOC,Female,0,Yes,Yes,0206-OYVOC,2,19.25,864.2,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
0206-TBWLC,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0206-TBWLC,"2017-07-21 18:07:34",0206-TBWLC,2,Yes,0206-TBWLC,Female,0,Yes,No,0206-TBWLC,2,114.65,6049.5,NULL,NULL,2,"Mailed check",2,"Fiber optic",2,"One year"
0207-MDKNV,Yes,No,2,Yes,No,Yes,Yes,Yes,Yes,0207-MDKNV,"2020-10-21 18:07:34",0207-MDKNV,1,No,0207-MDKNV,Female,0,No,No,0207-MDKNV,1,105.1,1582.75,0207-MDKNV,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0208-BPQEJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0208-BPQEJ,"2021-01-21 18:07:34",0208-BPQEJ,1,No,0208-BPQEJ,Female,0,Yes,Yes,0208-BPQEJ,3,19.4,198.1,NULL,NULL,3,"Bank transfer (automatic)",3,None,1,Month-to-month
0212-ISBBF,No,"No phone service",1,No,Yes,No,No,Yes,Yes,0212-ISBBF,"2020-03-21 18:07:34",0212-ISBBF,1,Yes,0212-ISBBF,Female,0,No,No,0212-ISBBF,1,50.35,1098.85,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
0214-JHPFW,No,"No phone service",1,No,Yes,Yes,Yes,Yes,Yes,0214-JHPFW,"2016-03-21 18:07:34",0214-JHPFW,3,No,0214-JHPFW,Female,0,Yes,No,0214-JHPFW,3,57.8,4039.3,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0215-BQKGS,Yes,No,2,Yes,Yes,Yes,No,No,No,0215-BQKGS,"2019-07-21 18:07:34",0215-BQKGS,1,Yes,0215-BQKGS,Male,0,No,No,0215-BQKGS,4,84.3,2438.6,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
0218-QNVAS,Yes,Yes,2,No,Yes,No,No,Yes,Yes,0218-QNVAS,"2016-02-21 18:07:34",0218-QNVAS,2,No,0218-QNVAS,Male,0,Yes,Yes,0218-QNVAS,3,100.55,7113.75,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
0219-QAERP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0219-QAERP,"2019-07-21 18:07:34",0219-QAERP,2,No,0219-QAERP,Male,0,Yes,No,0219-QAERP,4,19.8,576.65,NULL,NULL,4,"Credit card (automatic)",3,None,2,"One year"
0219-YTZUE,Yes,Yes,2,No,Yes,Yes,No,No,No,0219-YTZUE,"2021-09-21 18:07:34",0219-YTZUE,1,Yes,0219-YTZUE,Male,0,Yes,Yes,0219-YTZUE,3,84.8,371.9,0219-YTZUE,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0220-EBGCE,Yes,No,2,No,No,Yes,No,No,Yes,0220-EBGCE,"2021-11-21 18:07:34",0220-EBGCE,1,Yes,0220-EBGCE,Male,0,No,No,0220-EBGCE,1,85.85,167.3,0220-EBGCE,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0221-NAUXK,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0221-NAUXK,"2021-03-21 18:07:34",0221-NAUXK,2,Yes,0221-NAUXK,Male,0,No,Yes,0221-NAUXK,3,19.95,219.5,NULL,NULL,3,"Bank transfer (automatic)",3,None,2,"One year"
0221-WMXNQ,Yes,No,2,Yes,No,No,No,No,No,0221-WMXNQ,"2021-09-21 18:07:34",0221-WMXNQ,1,No,0221-WMXNQ,Male,1,No,No,0221-WMXNQ,1,75.35,273.4,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0222-CNVPT,No,"No phone service",1,Yes,No,No,No,Yes,Yes,0222-CNVPT,"2017-09-21 18:07:34",0222-CNVPT,1,Yes,0222-CNVPT,Male,1,No,No,0222-CNVPT,4,48.8,2555.05,NULL,NULL,4,"Credit card (automatic)",1,DSL,1,Month-to-month
0224-HJAPT,Yes,Yes,1,No,No,No,No,No,No,0224-HJAPT,"2021-08-21 18:07:34",0224-HJAPT,1,No,0224-HJAPT,Male,0,No,No,0224-HJAPT,1,47.15,223.15,0224-HJAPT,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
0224-NIJLP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0224-NIJLP,"2021-05-21 18:07:34",0224-NIJLP,3,No,0224-NIJLP,Male,0,Yes,Yes,0224-NIJLP,2,20.15,165.5,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
0224-RLWWD,Yes,No,1,No,No,No,No,No,No,0224-RLWWD,"2021-11-21 18:07:34",0224-RLWWD,1,Yes,0224-RLWWD,Female,1,No,No,0224-RLWWD,1,44.3,89.3,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
0225-ZORZP,Yes,No,2,No,Yes,No,No,No,Yes,0225-ZORZP,"2021-10-21 18:07:34",0225-ZORZP,1,No,0225-ZORZP,Male,0,No,No,0225-ZORZP,1,84.3,235.05,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0228-MAUWC,Yes,Yes,1,No,No,Yes,Yes,No,No,0228-MAUWC,"2020-06-21 18:07:34",0228-MAUWC,1,No,0228-MAUWC,Male,0,No,No,0228-MAUWC,1,59.55,1144.6,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
0229-LFJAF,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,0229-LFJAF,"2016-01-21 18:07:34",0229-LFJAF,3,No,0229-LFJAF,Male,0,No,No,0229-LFJAF,3,69.65,4908.25,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0230-UBYPQ,No,"No phone service",1,Yes,No,No,Yes,No,No,0230-UBYPQ,"2016-10-21 18:07:34",0230-UBYPQ,2,No,0230-UBYPQ,Male,1,Yes,No,0230-UBYPQ,3,36.1,2298.9,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,2,"One year"
0230-WEQUW,No,"No phone service",1,Yes,Yes,Yes,Yes,Yes,No,0230-WEQUW,"2016-07-21 18:07:34",0230-WEQUW,3,Yes,0230-WEQUW,Male,0,Yes,No,0230-WEQUW,3,56.6,3789.2,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0231-LXVAP,Yes,No,2,No,No,No,Yes,No,No,0231-LXVAP,"2021-12-21 18:07:34",0231-LXVAP,1,Yes,0231-LXVAP,Male,0,No,No,0231-LXVAP,1,75.9,75.9,0231-LXVAP,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0233-FTHAV,Yes,Yes,2,No,No,Yes,No,No,No,0233-FTHAV,"2017-01-21 18:07:34",0233-FTHAV,2,Yes,0233-FTHAV,Female,0,No,No,0233-FTHAV,3,79.2,4765,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
0234-TEVTT,No,"No phone service",1,Yes,No,Yes,No,No,Yes,0234-TEVTT,"2018-01-21 18:07:34",0234-TEVTT,2,No,0234-TEVTT,Female,0,Yes,Yes,0234-TEVTT,4,45,2196.3,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
0235-KGSLC,Yes,No,2,No,No,Yes,No,Yes,No,0235-KGSLC,"2021-12-21 18:07:34",0235-KGSLC,1,Yes,0235-KGSLC,Female,0,No,No,0235-KGSLC,4,85.55,85.55,0235-KGSLC,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
0236-HFWSV,Yes,Yes,2,No,No,No,No,Yes,Yes,0236-HFWSV,"2020-10-21 18:07:34",0236-HFWSV,1,Yes,0236-HFWSV,Male,0,No,No,0236-HFWSV,1,93.35,1444.65,0236-HFWSV,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0237-YFUTL,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,0237-YFUTL,"2017-11-21 18:07:34",0237-YFUTL,1,Yes,0237-YFUTL,Female,0,Yes,No,0237-YFUTL,3,109.65,5405.8,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0238-WHBIQ,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,0238-WHBIQ,"2016-01-21 18:07:34",0238-WHBIQ,3,No,0238-WHBIQ,Male,0,Yes,Yes,0238-WHBIQ,4,89.7,6339.3,NULL,NULL,4,"Credit card (automatic)",1,DSL,3,"Two year"
0239-OXEXL,Yes,Yes,2,Yes,Yes,No,No,No,No,0239-OXEXL,"2018-03-21 18:07:34",0239-OXEXL,1,No,0239-OXEXL,Female,0,No,No,0239-OXEXL,2,84.25,3847.6,NULL,NULL,2,"Mailed check",2,"Fiber optic",1,Month-to-month
0244-LGNFY,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,0244-LGNFY,"2016-01-21 18:07:34",0244-LGNFY,3,No,0244-LGNFY,Female,0,Yes,Yes,0244-LGNFY,3,92.65,6733,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0247-SLUJI,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0247-SLUJI,"2021-12-21 18:07:34",0247-SLUJI,1,No,0247-SLUJI,Male,0,Yes,Yes,0247-SLUJI,2,19.7,19.7,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
0248-IPDFW,Yes,Yes,1,No,No,No,No,No,No,0248-IPDFW,"2021-12-21 18:07:34",0248-IPDFW,1,Yes,0248-IPDFW,Female,0,No,No,0248-IPDFW,1,50.1,50.1,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
0248-PGHBZ,Yes,No,2,Yes,Yes,No,Yes,Yes,No,0248-PGHBZ,"2016-06-21 18:07:34",0248-PGHBZ,3,Yes,0248-PGHBZ,Female,1,No,No,0248-PGHBZ,3,92.45,6140.85,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
0253-ZTEOB,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,0253-ZTEOB,"2018-01-21 18:07:34",0253-ZTEOB,3,No,0253-ZTEOB,Female,0,Yes,Yes,0253-ZTEOB,1,79.65,3870.3,NULL,NULL,1,"Electronic check",1,DSL,3,"Two year"
0254-FNMCI,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,0254-FNMCI,"2016-01-21 18:07:34",0254-FNMCI,3,Yes,0254-FNMCI,Female,0,No,No,0254-FNMCI,1,109.9,7624.2,NULL,NULL,1,"Electronic check",2,"Fiber optic",3,"Two year"
0254-KCJGT,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,0254-KCJGT,"2017-09-21 18:07:34",0254-KCJGT,2,Yes,0254-KCJGT,Male,0,Yes,No,0254-KCJGT,4,81.4,4354.45,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
0254-WWRKD,Yes,No,1,No,Yes,No,No,No,No,0254-WWRKD,"2016-06-21 18:07:34",0254-WWRKD,2,No,0254-WWRKD,Female,0,Yes,Yes,0254-WWRKD,4,50.55,3431.75,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
0256-LTHVJ,Yes,No,2,No,No,No,No,No,Yes,0256-LTHVJ,"2019-09-21 18:07:34",0256-LTHVJ,1,Yes,0256-LTHVJ,Female,0,Yes,Yes,0256-LTHVJ,1,81.05,2227.1,0256-LTHVJ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0257-KXZGU,Yes,Yes,1,No,Yes,Yes,No,No,No,0257-KXZGU,"2019-05-21 18:07:34",0257-KXZGU,1,No,0257-KXZGU,Female,0,Yes,Yes,0257-KXZGU,3,62.45,2045.55,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
0257-ZESQC,Yes,No,2,Yes,No,No,No,No,No,0257-ZESQC,"2019-10-21 18:07:34",0257-ZESQC,1,Yes,0257-ZESQC,Female,1,Yes,No,0257-ZESQC,3,75.2,1929.35,0257-ZESQC,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0258-NOKBL,Yes,No,2,No,Yes,Yes,No,No,Yes,0258-NOKBL,"2021-10-21 18:07:34",0258-NOKBL,1,No,0258-NOKBL,Male,0,No,No,0258-NOKBL,1,90.4,268.45,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0259-GBZSH,Yes,Yes,2,No,No,No,No,Yes,No,0259-GBZSH,"2021-11-21 18:07:34",0259-GBZSH,1,Yes,0259-GBZSH,Male,0,No,No,0259-GBZSH,1,85.65,181.5,0259-GBZSH,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0260-ZDLGK,Yes,No,1,No,No,Yes,Yes,Yes,Yes,0260-ZDLGK,"2021-04-21 18:07:34",0260-ZDLGK,1,Yes,0260-ZDLGK,Female,0,No,Yes,0260-ZDLGK,2,72.9,651.4,0260-ZDLGK,2022-01-31,2,"Mailed check",1,DSL,1,Month-to-month
0263-FJTQO,Yes,Yes,1,Yes,No,No,Yes,Yes,No,0263-FJTQO,"2017-11-21 18:07:34",0263-FJTQO,3,Yes,0263-FJTQO,Male,0,Yes,Yes,0263-FJTQO,4,70.5,3486.65,NULL,NULL,4,"Credit card (automatic)",1,DSL,3,"Two year"
0264-CNITK,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0264-CNITK,"2016-02-21 18:07:34",0264-CNITK,3,No,0264-CNITK,Female,0,Yes,Yes,0264-CNITK,3,20.1,1389.6,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
0265-EDXBD,Yes,Yes,2,No,No,No,No,No,No,0265-EDXBD,"2019-05-21 18:07:34",0265-EDXBD,1,Yes,0265-EDXBD,Male,1,Yes,No,0265-EDXBD,1,74.9,2303.35,0265-EDXBD,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
0265-PSUAE,Yes,No,2,Yes,No,Yes,No,Yes,Yes,0265-PSUAE,"2020-09-21 18:07:34",0265-PSUAE,1,No,0265-PSUAE,Female,0,Yes,Yes,0265-PSUAE,3,100.7,1522.7,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0266-CLZKZ,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,0266-CLZKZ,"2016-06-21 18:07:34",0266-CLZKZ,3,Yes,0266-CLZKZ,Female,0,Yes,Yes,0266-CLZKZ,3,105.65,6717.9,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
0266-GMEAO,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0266-GMEAO,"2016-01-21 18:07:34",0266-GMEAO,3,Yes,0266-GMEAO,Male,0,Yes,Yes,0266-GMEAO,4,114.3,8058.55,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
0268-QKIWO,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0268-QKIWO,"2021-10-21 18:07:34",0268-QKIWO,1,No,0268-QKIWO,Female,0,No,No,0268-QKIWO,1,19.75,58.85,0268-QKIWO,2022-01-31,1,"Electronic check",3,None,1,Month-to-month
0269-XFESX,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0269-XFESX,"2020-02-21 18:07:34",0269-XFESX,2,No,0269-XFESX,Male,0,Yes,Yes,0269-XFESX,2,24.35,538.5,NULL,NULL,2,"Mailed check",3,None,2,"One year"
0270-THENM,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,0270-THENM,"2016-01-21 18:07:34",0270-THENM,3,No,0270-THENM,Male,0,Yes,Yes,0270-THENM,3,69.85,5102.35,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0274-JKUJR,No,"No phone service",1,Yes,Yes,Yes,No,Yes,Yes,0274-JKUJR,"2021-06-21 18:07:34",0274-JKUJR,1,No,0274-JKUJR,Male,0,Yes,Yes,0274-JKUJR,2,58.85,465.7,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
0277-BKSQP,Yes,No,1,No,No,No,No,Yes,No,0277-BKSQP,"2021-05-21 18:07:34",0277-BKSQP,1,Yes,0277-BKSQP,Male,0,Yes,Yes,0277-BKSQP,1,54.4,475.1,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
0277-ORXQS,No,"No phone service",1,No,No,No,Yes,Yes,Yes,0277-ORXQS,"2016-07-21 18:07:34",0277-ORXQS,3,No,0277-ORXQS,Male,0,Yes,Yes,0277-ORXQS,3,50.55,3364.55,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
0278-YXOOG,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0278-YXOOG,"2021-08-21 18:07:34",0278-YXOOG,1,No,0278-YXOOG,Male,0,No,No,0278-YXOOG,2,21.05,113.85,0278-YXOOG,2022-01-31,2,"Mailed check",3,None,1,Month-to-month
0280-XJGEX,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,0280-XJGEX,"2017-12-21 18:07:34",0280-XJGEX,1,Yes,0280-XJGEX,Male,0,No,No,0280-XJGEX,3,103.7,5036.3,0280-XJGEX,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
0281-CNTZX,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0281-CNTZX,"2016-10-21 18:07:34",0281-CNTZX,3,Yes,0281-CNTZX,Male,0,Yes,No,0281-CNTZX,3,19.95,1234.8,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
0282-NVSJS,No,"No phone service",1,No,No,No,Yes,No,No,0282-NVSJS,"2021-01-21 18:07:34",0282-NVSJS,1,Yes,0282-NVSJS,Female,1,Yes,Yes,0282-NVSJS,2,29.3,355.9,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
0285-INHLN,Yes,No,1,Yes,Yes,No,No,No,No,0285-INHLN,"2019-10-21 18:07:34",0285-INHLN,1,Yes,0285-INHLN,Male,0,Yes,Yes,0285-INHLN,4,54.75,1510.3,NULL,NULL,4,"Credit card (automatic)",1,DSL,1,Month-to-month
0289-IVARM,Yes,No,1,Yes,Yes,Yes,No,No,No,0289-IVARM,"2019-02-21 18:07:34",0289-IVARM,1,No,0289-IVARM,Female,0,No,No,0289-IVARM,1,60.55,1982.6,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
